geometry,price,id,name,source,source_updated_at,updated_at,address,has_free,free_time,grace_period,basement,decks,building_type,gantry_height,night_parking,short_term_parking,payment_method,raw
"{""type""=>""LineString"", ""coordinates""=>[[103.84897681942832, 1.3270176211300118]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29742.6401,34360.4624""}], ""ppName""=>""JALAN RAMA RAMA "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0060"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>10, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0060,JALAN RAMA RAMA ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN RAMA RAMA ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29742.6401,34360.4624""}], ""ppName""=>""JALAN RAMA RAMA "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0060"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>10, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""29742.6401,34360.4624""}], ""ppName""=>""JALAN RAMA RAMA "", ""ppCode""=>""J0060"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.85128434656687, 1.326051247509691]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29999.4452,34253.6075""}], ""ppName""=>""JALAN AMPAS "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0062"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>21, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0062,JALAN AMPAS ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN AMPAS ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29999.4452,34253.6075""}], ""ppName""=>""JALAN AMPAS "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0062"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>21, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""29999.4452,34253.6075""}], ""ppName""=>""JALAN AMPAS "", ""ppCode""=>""J0062"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.85505195230708, 1.315398237292501]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30418.7519,33075.6556""}], ""ppName""=>""JOO AVENUE "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0069"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>28, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0069,JOO AVENUE ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JOO AVENUE ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30418.7519,33075.6556""}], ""ppName""=>""JOO AVENUE "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0069"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>28, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""30418.7519,33075.6556""}], ""ppName""=>""JOO AVENUE "", ""ppCode""=>""J0069"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.8822170008816, 1.330100008877886]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""33441.9283,34701.3454""}], ""ppName""=>""JALAN ANGGEREK "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0070"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>21, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0070,JALAN ANGGEREK ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN ANGGEREK ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""33441.9283,34701.3454""}], ""ppName""=>""JALAN ANGGEREK "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0070"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>21, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""33441.9283,34701.3454""}], ""ppName""=>""JALAN ANGGEREK "", ""ppCode""=>""J0070"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.9080109294878, 1.3069715502153787]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""36312.6052,32143.9889""}], ""ppName""=>""JAGO CLOSE "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0075"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>5, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0075,JAGO CLOSE ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JAGO CLOSE ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""36312.6052,32143.9889""}], ""ppName""=>""JAGO CLOSE "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0075"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>5, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""36312.6052,32143.9889""}], ""ppName""=>""JAGO CLOSE "", ""ppCode""=>""J0075"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.91242932472977, 1.319733578653649]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""36804.2874,33555.1648""}], ""ppName""=>""JALAN MASJID "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0080"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>20, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0080,JALAN MASJID ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN MASJID ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""36804.2874,33555.1648""}], ""ppName""=>""JALAN MASJID "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0080"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>20, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""36804.2874,33555.1648""}], ""ppName""=>""JALAN MASJID "", ""ppCode""=>""J0080"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.88354437513483, 1.3379607193535379]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""33589.6337,35570.5458""}], ""ppName""=>""JOO SENG ROAD "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0088"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>20, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0088,JOO SENG ROAD ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JOO SENG ROAD ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""33589.6337,35570.5458""}], ""ppName""=>""JOO SENG ROAD "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0088"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>20, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""33589.6337,35570.5458""}], ""ppName""=>""JOO SENG ROAD "", ""ppCode""=>""J0088"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.82902710480107, 1.3733157622741363]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""07.00 AM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>52, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>52, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>52, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkCapacity""=>8, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>8, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",J0092,JALAN KURAS OFF STREET ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN KURAS OFF STREET ,false,,"","","","","","","",B,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""07.00 AM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>52, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>52, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>52, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkCapacity""=>8, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""JALAN KURAS OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""J0092"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>8, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}], ""geometries""=>[{""coordinates""=>""27522.4487,39479.8693""}], ""ppName""=>""JALAN KURAS OFF STREET "", ""ppCode""=>""J0092"", ""parkingSystem""=>""B""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.67333579092221, 1.3292058279688832]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""10195.5714,34602.9943""}], ""ppName""=>""JOO KOON CRESCENT "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0093"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>22, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0093,JOO KOON CRESCENT ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JOO KOON CRESCENT ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""10195.5714,34602.9943""}], ""ppName""=>""JOO KOON CRESCENT "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0093"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>22, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""10195.5714,34602.9943""}], ""ppName""=>""JOO KOON CRESCENT "", ""ppCode""=>""J0093"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.8294941705861, 1.372804223900659]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27574.4273,39423.3059""}], ""ppName""=>""JALAN KURAS "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0094"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>8, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0094,JALAN KURAS ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN KURAS ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27574.4273,39423.3059""}], ""ppName""=>""JALAN KURAS "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0094"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>8, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""27574.4273,39423.3059""}], ""ppName""=>""JALAN KURAS "", ""ppCode""=>""J0094"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.82909475127116, 1.371671793661526]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27529.9766,39298.0876""}], ""ppName""=>""JALAN LEBAN SERVICE ROAD"", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0095"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>25, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0095,JALAN LEBAN SERVICE ROAD,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN LEBAN SERVICE ROAD,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27529.9766,39298.0876""}], ""ppName""=>""JALAN LEBAN SERVICE ROAD"", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0095"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>25, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""27529.9766,39298.0876""}], ""ppName""=>""JALAN LEBAN SERVICE ROAD"", ""ppCode""=>""J0095"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.85878465268672, 1.3048678676482293]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30834.1773,31911.2653""}], ""ppName""=>""JALAN KUBOR (VICTORIA ST/ROCHOR CANAL RD)"", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0097"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>30, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0097,JALAN KUBOR (VICTORIA ST/ROCHOR CANAL RD),URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN KUBOR (VICTORIA ST/ROCHOR CANAL RD),false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30834.1773,31911.2653""}], ""ppName""=>""JALAN KUBOR (VICTORIA ST/ROCHOR CANAL RD)"", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0097"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>30, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""30834.1773,31911.2653""}], ""ppName""=>""JALAN KUBOR (VICTORIA ST/ROCHOR CANAL RD)"", ""ppCode""=>""J0097"", ""parkingSystem""=>""C""}"
"{""type""=>""LineString"", ""coordinates""=>[[103.88341951928653, 1.3331533895469267]]}","[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""33575.7494,35038.9754""}], ""remarks""=>""Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily."", ""ppName""=>""JALAN MESIN "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0098"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkCapacity""=>8, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",J0098,JALAN MESIN ,URA,2019-04-09,2019-04-09T00:00:00+00:00,JALAN MESIN ,false,,"","","","","","","",C,"{""schedules""=>[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""33575.7494,35038.9754""}], ""remarks""=>""Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily."", ""ppName""=>""JALAN MESIN "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""J0098"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkCapacity""=>8, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}], ""geometries""=>[{""coordinates""=>""33575.7494,35038.9754""}], ""ppName""=>""JALAN MESIN "", ""ppCode""=>""J0098"", ""parkingSystem""=>""C""}"
